2019-M020,105453,106421,6-4 3-6 6-2,3,F,124.0,3.0,3.0,77.0,44.0,31.0,17.0,13.0,3.0,6.0,8.0,6.0,100.0,54.0,34.0,20.0,14.0,10.0,15.0,9.0,3590.0,16.0,1977.0
2019-M020,106421,104542,7-6(6) 6-2,3,SF,82.0,10.0,1.0,52.0,33.0,28.0,14.0,10.0,0.0,1.0,17.0,2.0,77.0,52.0,36.0,7.0,10.0,10.0,13.0,16.0,1977.0,239.0,200.0
2019-M020,105453,104871,6-2 6-2,3,SF,66.0,2.0,2.0,47.0,33.0,26.0,9.0,8.0,2.0,2.0,10.0,3.0,46.0,27.0,15.0,6.0,8.0,1.0,5.0,9.0,3590.0,40.0,1050.0
2019-M020,104542,200282,6-4 7-6(2),3,QF,106.0,12.0,2.0,68.0,43.0,34.0,15.0,11.0,4.0,5.0,1.0,2.0,81.0,60.0,38.0,9.0,11.0,4.0,6.0,239.0,200.0,31.0,1298.0
2019-M020,106421,105683,6-7(2) 6-3 6-4,3,QF,129.0,12.0,3.0,105.0,68.0,48.0,25.0,16.0,8.0,8.0,29.0,5.0,94.0,56.0,46.0,19.0,15.0,2.0,4.0,16.0,1977.0,18.0,1855.0
2019-M020,104871,106034,6-4 3-6 7-6(4),3,QF,127.0,10.0,8.0,94.0,58.0,44.0,18.0,16.0,4.0,8.0,12.0,6.0,90.0,54.0,40.0,18.0,15.0,6.0,9.0,40.0,1050.0,185.0,275.0
2019-M020,105453,105777,7-5 7-5,3,QF,100.0,5.0,2.0,59.0,47.0,37.0,9.0,12.0,0.0,1.0,8.0,5.0,80.0,53.0,37.0,13.0,12.0,6.0,9.0,9.0,3590.0,19.0,1835.0
2019-M020,104542,106121,7-6(5) 6-3,3,R16,100.0,11.0,3.0,64.0,37.0,30.0,11.0,10.0,4.0,7.0,3.0,7.0,85.0,51.0,34.0,11.0,11.0,6.0,11.0,239.0,200.0,77.0,691.0
2019-M020,200282,111442,6-4 6-2,3,R16,80.0,1.0,1.0,49.0,38.0,29.0,8.0,9.0,0.0,0.0,5.0,0.0,56.0,39.0,30.0,3.0,9.0,3.0,6.0,31.0,1298.0,72.0,715.0
2019-M020,106421,104918,7-5 6-2,3,R16,81.0,16.0,2.0,54.0,34.0,27.0,13.0,10.0,0.0,1.0,6.0,1.0,60.0,39.0,27.0,7.0,10.0,2.0,6.0,16.0,1977.0,240.0,200.0
2019-M020,105683,200175,6-3 7-6(2),3,R16,82.0,21.0,3.0,62.0,46.0,40.0,10.0,11.0,0.0,0.0,3.0,0.0,71.0,44.0,28.0,18.0,10.0,2.0,3.0,18.0,1855.0,131.0,433.0
2019-M020,104871,106401,6-7(5) 6-2 6-3,3,R16,99.0,17.0,5.0,84.0,58.0,50.0,17.0,15.0,2.0,2.0,13.0,6.0,80.0,59.0,48.0,10.0,14.0,2.0,5.0,40.0,1050.0,35.0,1125.0
2019-M020,106034,106378,7-6(6) 6-4,3,R16,93.0,15.0,0.0,75.0,48.0,41.0,14.0,11.0,3.0,3.0,7.0,1.0,75.0,50.0,35.0,14.0,11.0,1.0,2.0,185.0,275.0,14.0,2150.0
2019-M020,105777,105357,6-3 6-4,3,R16,88.0,6.0,2.0,63.0,35.0,27.0,13.0,10.0,2.0,4.0,1.0,1.0,55.0,37.0,18.0,10.0,9.0,3.0,7.0,19.0,1835.0,38.0,1083.0
2019-M020,105453,106045,7-5 6-2,3,R16,79.0,7.0,2.0,56.0,32.0,27.0,15.0,10.0,0.0,0.0,5.0,3.0,60.0,36.0,26.0,8.0,10.0,4.0,7.0,9.0,3590.0,63.0,810.0
2019-M020,104542,106423,7-6(6) 6-4,3,R32,102.0,11.0,1.0,76.0,41.0,33.0,20.0,11.0,2.0,3.0,3.0,0.0,61.0,46.0,34.0,10.0,11.0,1.0,3.0,239.0,200.0,146.0,367.0
2019-M020,111442,106109,6-3 6-0,3,R32,77.0,1.0,2.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,3.0,64.0,33.0,17.0,12.0,7.0,8.0,13.0,72.0,715.0,154.0,352.0
2019-M020,200282,200615,6-2 6-2,3,R32,60.0,1.0,2.0,43.0,28.0,25.0,6.0,8.0,3.0,4.0,5.0,5.0,49.0,31.0,18.0,4.0,8.0,4.0,9.0,31.0,1298.0,147.0,367.0
2019-M020,104918,105902,6-3 6-4,3,R32,88.0,6.0,4.0,66.0,39.0,28.0,16.0,10.0,4.0,5.0,8.0,2.0,56.0,34.0,23.0,9.0,9.0,1.0,4.0,240.0,200.0,234.0,206.0
2019-M020,200175,104919,6-3 6-1,3,R32,61.0,5.0,2.0,45.0,25.0,22.0,12.0,8.0,1.0,1.0,6.0,2.0,49.0,29.0,18.0,7.0,8.0,4.0,8.0,131.0,433.0,56.0,895.0
2019-M020,105683,105379,6-0 6-3,3,R32,47.0,18.0,0.0,38.0,29.0,27.0,5.0,8.0,0.0,0.0,4.0,1.0,43.0,30.0,16.0,2.0,7.0,4.0,8.0,18.0,1855.0,67.0,780.0
2019-M020,106401,105992,7-6(5) 5-7 7-6(5),3,R32,128.0,44.0,3.0,119.0,80.0,63.0,24.0,18.0,1.0,2.0,27.0,3.0,113.0,77.0,60.0,24.0,18.0,5.0,5.0,35.0,1125.0,62.0,810.0
2019-M020,104871,105526,4-6 6-3 6-4,3,R32,99.0,15.0,4.0,87.0,52.0,40.0,21.0,15.0,2.0,3.0,10.0,2.0,74.0,41.0,32.0,22.0,14.0,4.0,6.0,40.0,1050.0,57.0,875.0
2019-M020,106034,200005,6-4 7-6(6),3,R32,90.0,12.0,0.0,58.0,43.0,39.0,10.0,11.0,0.0,0.0,6.0,4.0,75.0,45.0,35.0,14.0,11.0,0.0,1.0,185.0,275.0,102.0,572.0
2019-M020,105777,106415,6-3 6-4,3,R32,79.0,9.0,6.0,76.0,43.0,37.0,12.0,10.0,6.0,7.0,1.0,1.0,47.0,33.0,21.0,7.0,9.0,0.0,3.0,19.0,1835.0,75.0,701.0
2019-M020,105357,105815,7-6(6) 6-7(6) 6-0,3,R32,153.0,8.0,2.0,98.0,68.0,49.0,15.0,15.0,3.0,5.0,12.0,4.0,106.0,63.0,44.0,20.0,15.0,13.0,18.0,38.0,1083.0,61.0,814.0
2019-M020,106045,126203,7-6(5) 6-7(2) 6-4,3,R32,144.0,8.0,4.0,117.0,73.0,58.0,26.0,17.0,4.0,4.0,22.0,4.0,123.0,72.0,57.0,27.0,17.0,9.0,10.0,63.0,810.0,49.0,974.0
2019-M020,215018,201540,6-3 7-6(2),3,R32,108.0,4.0,3.0,93.0,60.0,44.0,17.0,11.0,9.0,9.0,5.0,4.0,69.0,34.0,27.0,18.0,10.0,4.0,5.0,247.0,226.0,43.0,1155.0
2019-M020,211279,211880,1-6 6-3 6-4,3,R32,120.0,2.0,2.0,86.0,48.0,29.0,17.0,13.0,11.0,17.0,8.0,1.0,80.0,44.0,33.0,12.0,13.0,3.0,9.0,149.0,392.0,157.0,371.0
2019-M020,201545,201611,6-3 6-3,3,R32,83.0,3.0,2.0,49.0,26.0,22.0,11.0,9.0,0.0,2.0,2.0,4.0,72.0,46.0,22.0,13.0,9.0,4.0,9.0,11.0,3240.0,35.0,1335.0
2019-M020,201520,203389,6-7(6) 7-6(6) 6-3,3,R32,181.0,9.0,8.0,117.0,75.0,51.0,20.0,16.0,6.0,9.0,7.0,4.0,123.0,58.0,37.0,34.0,17.0,6.0,11.0,7.0,4630.0,36.0,1319.0
2019-M020,204426,201521,6-0 6-3,3,R32,52.0,5.0,1.0,48.0,33.0,25.0,9.0,8.0,1.0,1.0,2.0,1.0,38.0,24.0,15.0,4.0,7.0,3.0,7.0,20.0,2480.0,23.0,2153.0
2019-M020,201615,202596,6-0 6-2,3,R32,57.0,2.0,2.0,40.0,26.0,21.0,10.0,7.0,0.0,0.0,1.0,5.0,45.0,23.0,13.0,5.0,7.0,2.0,7.0,27.0,1755.0,24.0,1820.0
2019-M020,214040,214082,5-7 6-4 7-6(3),3,R32,186.0,2.0,7.0,114.0,63.0,45.0,21.0,17.0,7.0,12.0,8.0,10.0,132.0,63.0,45.0,31.0,17.0,20.0,25.0,283.0,170.0,10.0,3415.0
2019-M020,201662,201709,4-6 6-3 6-4,3,R32,137.0,11.0,2.0,91.0,63.0,47.0,12.0,15.0,2.0,5.0,4.0,2.0,101.0,74.0,41.0,15.0,14.0,6.0,10.0,8.0,4465.0,44.0,1145.0
2019-M020,213631,201325,4-6 6-2 6-2,3,R32,132.0,4.0,3.0,74.0,43.0,35.0,15.0,13.0,3.0,5.0,10.0,2.0,96.0,59.0,40.0,15.0,13.0,6.0,11.0,139.0,431.0,74.0,800.0
2019-M020,201548,211701,1-6 6-3 6-0,3,R32,90.0,4.0,4.0,63.0,40.0,28.0,9.0,11.0,4.0,8.0,5.0,6.0,74.0,42.0,28.0,8.0,11.0,3.0,9.0,46.0,1082.0,31.0,1492.0
2019-M020,202427,201585,6-4 6-3,3,R32,112.0,2.0,0.0,76.0,55.0,32.0,12.0,10.0,4.0,6.0,2.0,3.0,68.0,44.0,23.0,13.0,9.0,6.0,10.0,37.0,1300.0,6.0,5023.0
2019-M020,202428,210722,6-2 6-7(6) 6-4,3,R32,149.0,7.0,7.0,97.0,55.0,39.0,22.0,15.0,8.0,11.0,3.0,2.0,112.0,69.0,37.0,23.0,15.0,7.0,13.0,9.0,4335.0,12.0,3165.0
2019-M020,202499,201517,6-1 6-2,3,R32,66.0,6.0,4.0,49.0,28.0,23.0,11.0,8.0,0.0,0.0,1.0,2.0,51.0,33.0,16.0,8.0,7.0,4.0,8.0,34.0,1455.0,48.0,1056.0
2019-M020,205925,215713,6-4 7-5,3,R32,94.0,8.0,6.0,79.0,42.0,33.0,13.0,11.0,6.0,9.0,3.0,5.0,72.0,35.0,19.0,19.0,11.0,4.0,9.0,30.0,1570.0,93.0,648.0
2019-M020,211768,215018,6-3 6-2,3,R16,68.0,9.0,1.0,65.0,43.0,31.0,12.0,9.0,6.0,6.0,0.0,4.0,45.0,26.0,17.0,9.0,8.0,2.0,5.0,5.0,5115.0,247.0,226.0
2019-M020,201545,211279,6-2 6-0,3,R16,56.0,3.0,0.0,38.0,21.0,17.0,12.0,7.0,2.0,2.0,2.0,2.0,48.0,22.0,10.0,11.0,7.0,6.0,11.0,11.0,3240.0,149.0,392.0
2019-M020,204426,201520,7-5 7-6(1),3,R16,98.0,0.0,0.0,72.0,63.0,42.0,7.0,12.0,3.0,5.0,5.0,7.0,68.0,40.0,30.0,11.0,12.0,2.0,5.0,20.0,2480.0,7.0,4630.0
2019-M020,201615,214040,6-4 6-3,3,R16,86.0,5.0,3.0,64.0,43.0,27.0,12.0,10.0,8.0,11.0,0.0,4.0,54.0,35.0,19.0,7.0,9.0,3.0,8.0,27.0,1755.0,283.0,170.0
2019-M020,201662,213631,7-5 6-2,3,R16,81.0,3.0,1.0,58.0,31.0,24.0,13.0,10.0,0.0,2.0,0.0,1.0,51.0,27.0,15.0,10.0,10.0,1.0,6.0,8.0,4465.0,139.0,431.0
2019-M020,201548,202427,6-2 7-6(2),3,R16,105.0,8.0,3.0,69.0,48.0,32.0,9.0,10.0,3.0,6.0,5.0,3.0,82.0,60.0,31.0,8.0,10.0,8.0,13.0,46.0,1082.0,37.0,1300.0
2019-M020,202499,202428,7-6(5) 1-6 7-5,3,R16,142.0,2.0,8.0,105.0,70.0,50.0,11.0,15.0,7.0,12.0,11.0,6.0,105.0,62.0,42.0,21.0,16.0,5.0,9.0,34.0,1455.0,9.0,4335.0
2019-M020,205925,202494,6-4 0-6 6-3,3,R16,107.0,3.0,7.0,78.0,40.0,26.0,19.0,12.0,4.0,8.0,11.0,2.0,88.0,50.0,33.0,18.0,13.0,9.0,13.0,30.0,1570.0,4.0,5350.0
2019-M020,211768,201545,3-6 6-0 6-4,3,QF,91.0,11.0,1.0,73.0,51.0,38.0,12.0,13.0,3.0,5.0,4.0,4.0,61.0,31.0,19.0,16.0,12.0,0.0,4.0,5.0,5115.0,11.0,3240.0
2019-M020,201615,204426,7-5 6-3,3,QF,90.0,2.0,1.0,58.0,42.0,33.0,8.0,10.0,3.0,4.0,2.0,2.0,85.0,56.0,33.0,15.0,11.0,5.0,9.0,27.0,1755.0,20.0,2480.0
2019-M020,201662,201548,6-1 1-6 6-1,3,QF,83.0,14.0,1.0,59.0,37.0,28.0,11.0,11.0,3.0,5.0,1.0,7.0,71.0,39.0,22.0,16.0,10.0,6.0,10.0,8.0,4465.0,46.0,1082.0
2019-M020,202499,205925,6-2 6-0,3,QF,56.0,3.0,1.0,43.0,23.0,16.0,13.0,7.0,0.0,0.0,2.0,0.0,35.0,18.0,7.0,6.0,7.0,0.0,5.0,34.0,1455.0,30.0,1570.0
2019-M020,201615,211768,6-2 6-4,3,SF,65.0,6.0,2.0,54.0,41.0,33.0,6.0,9.0,2.0,2.0,8.0,2.0,52.0,28.0,21.0,10.0,9.0,3.0,6.0,27.0,1755.0,5.0,5115.0
2019-M020,201662,202499,6-3 6-4,3,SF,80.0,3.0,4.0,61.0,43.0,32.0,8.0,10.0,4.0,6.0,4.0,7.0,62.0,37.0,23.0,9.0,9.0,6.0,10.0,8.0,4465.0,34.0,1455.0
2019-M020,201662,201615,4-6 7-5 6-2,3,F,132.0,1.0,5.0,89.0,55.0,40.0,13.0,15.0,2.0,6.0,6.0,2.0,86.0,56.0,35.0,13.0,15.0,4.0,10.0,8.0,4465.0,27.0,1755.0
2019-M020,106034,106216,7-6(5) 6-4,3,Q1,81.0,8.0,1.0,63.0,44.0,34.0,10.0,11.0,2.0,4.0,10.0,2.0,65.0,37.0,28.0,14.0,11.0,5.0,8.0,185.0,275.0,136.0,421.0
2019-M020,117360,124187,6-3 6-7(1) 7-6(3),3,Q1,157.0,2.0,6.0,110.0,65.0,45.0,29.0,17.0,4.0,6.0,20.0,5.0,112.0,65.0,49.0,23.0,16.0,4.0,7.0,166.0,318.0,99.0,590.0
2019-M020,106423,105166,6-3 6-4,3,Q1,79.0,8.0,0.0,56.0,36.0,29.0,13.0,10.0,1.0,1.0,4.0,4.0,63.0,44.0,31.0,7.0,9.0,5.0,7.0,146.0,367.0,119.0,482.0
2019-M020,106426,106331,6-4 6-4,3,Q1,81.0,8.0,3.0,75.0,48.0,37.0,12.0,10.0,7.0,7.0,12.0,1.0,55.0,33.0,28.0,9.0,10.0,2.0,4.0,84.0,650.0,,
2019-M020,200175,105974,6-2 6-0,3,Q1,55.0,3.0,2.0,53.0,34.0,25.0,10.0,7.0,5.0,5.0,3.0,2.0,44.0,21.0,12.0,7.0,7.0,3.0,8.0,131.0,433.0,297.0,125.0
2019-M020,106121,105441,3-6 6-4 6-4,3,Q1,119.0,3.0,4.0,102.0,64.0,48.0,17.0,15.0,4.0,6.0,5.0,2.0,78.0,53.0,40.0,13.0,14.0,5.0,7.0,77.0,691.0,193.0,264.0
2019-M020,200005,134329,6-4 6-3,3,Q1,66.0,7.0,3.0,53.0,33.0,31.0,10.0,10.0,0.0,0.0,9.0,3.0,56.0,37.0,25.0,11.0,9.0,6.0,8.0,102.0,572.0,352.0,59.0
2019-M020,111153,105614,3-6 6-4 7-6(6),3,Q1,109.0,11.0,4.0,95.0,61.0,46.0,19.0,16.0,5.0,7.0,7.0,4.0,84.0,59.0,45.0,15.0,15.0,0.0,1.0,170.0,307.0,76.0,699.0
2019-M020,106034,117360,6-2 6-2,3,Q2,63.0,16.0,1.0,43.0,29.0,26.0,9.0,8.0,3.0,3.0,0.0,3.0,51.0,28.0,18.0,8.0,8.0,5.0,9.0,185.0,275.0,166.0,318.0
2019-M020,106423,106426,6-2 6-4,3,Q2,74.0,12.0,1.0,48.0,31.0,28.0,10.0,9.0,2.0,2.0,5.0,6.0,59.0,33.0,22.0,11.0,9.0,1.0,4.0,146.0,367.0,84.0,650.0
2019-M020,200175,106121,7-5 6-7(9) 6-3,3,Q2,127.0,13.0,4.0,102.0,64.0,52.0,25.0,17.0,2.0,3.0,5.0,3.0,96.0,55.0,43.0,22.0,16.0,0.0,3.0,131.0,433.0,77.0,691.0
2019-M020,200005,111153,6-2 6-3,3,Q2,55.0,6.0,1.0,41.0,30.0,28.0,8.0,9.0,0.0,0.0,6.0,4.0,48.0,23.0,15.0,12.0,8.0,2.0,5.0,102.0,572.0,170.0,307.0
2019-M020,216146,201586,6-7(3) 6-2 6-3,3,Q1,,8.0,6.0,109.0,60.0,37.0,21.0,15.0,6.0,12.0,0.0,6.0,103.0,59.0,33.0,15.0,14.0,10.0,19.0,119.0,493.0,91.0,665.0
2019-M020,213631,202424,7-5 6-4,3,Q1,,6.0,6.0,66.0,43.0,33.0,10.0,11.0,3.0,5.0,1.0,8.0,82.0,53.0,35.0,10.0,11.0,6.0,10.0,139.0,431.0,150.0,387.0
2019-M020,203530,206362,6-3 6-0,3,Q1,,0.0,1.0,44.0,27.0,19.0,8.0,7.0,1.0,2.0,0.0,8.0,44.0,19.0,9.0,6.0,8.0,2.0,8.0,104.0,586.0,303.0,149.0
2019-M020,211684,211095,6-4 6-4,3,Q1,,5.0,7.0,61.0,35.0,24.0,13.0,10.0,2.0,5.0,2.0,7.0,63.0,36.0,24.0,8.0,10.0,5.0,10.0,160.0,363.0,69.0,829.0
2019-M020,203462,213530,6-4 6-4,3,Q1,,4.0,2.0,62.0,39.0,31.0,12.0,10.0,3.0,4.0,6.0,4.0,66.0,48.0,31.0,8.0,10.0,3.0,6.0,98.0,625.0,158.0,371.0
2019-M020,211279,214452,6-0 6-2,3,Q1,,4.0,0.0,43.0,25.0,20.0,11.0,7.0,4.0,4.0,3.0,5.0,42.0,24.0,13.0,3.0,7.0,1.0,6.0,149.0,392.0,126.0,470.0
2019-M020,201556,215337,6-4 6-3,3,Q1,,4.0,6.0,58.0,29.0,27.0,13.0,10.0,2.0,3.0,1.0,4.0,59.0,35.0,21.0,12.0,9.0,8.0,11.0,605.0,24.0,108.0,536.0
2019-M020,201492,214863,6-2 3-6 6-2,3,Q1,,1.0,2.0,82.0,54.0,35.0,14.0,12.0,8.0,11.0,0.0,7.0,84.0,56.0,35.0,9.0,13.0,5.0,11.0,64.0,899.0,116.0,499.0
2019-M020,215713,202484,5-7 6-3 6-2,3,Q1,,9.0,1.0,99.0,54.0,34.0,28.0,15.0,7.0,10.0,4.0,3.0,114.0,81.0,46.0,17.0,14.0,9.0,14.0,93.0,648.0,123.0,476.0
2019-M020,211941,201518,4-6 6-3 6-2,3,Q1,,11.0,3.0,95.0,55.0,41.0,17.0,14.0,5.0,8.0,1.0,2.0,72.0,52.0,27.0,12.0,13.0,6.0,11.0,220.0,267.0,122.0,476.0
2019-M020,214096,211878,6-2 6-2,3,Q1,,3.0,1.0,47.0,33.0,28.0,6.0,8.0,0.0,0.0,1.0,2.0,45.0,34.0,19.0,5.0,8.0,1.0,5.0,144.0,414.0,233.0,244.0
2019-M020,215035,201478,3-6 6-1 6-4,3,Q1,,5.0,6.0,87.0,43.0,27.0,20.0,13.0,4.0,9.0,1.0,6.0,83.0,46.0,23.0,16.0,13.0,3.0,10.0,58.0,967.0,129.0,467.0
2019-M020,201605,201597,3-6 6-1 7-6(9),3,Q1,,3.0,3.0,96.0,58.0,45.0,18.0,14.0,7.0,10.0,0.0,1.0,88.0,59.0,40.0,13.0,14.0,1.0,5.0,103.0,601.0,161.0,362.0
2019-M020,215018,201447,6-3 6-4,3,Q1,,5.0,4.0,59.0,32.0,22.0,15.0,10.0,4.0,6.0,1.0,3.0,69.0,42.0,24.0,11.0,9.0,6.0,10.0,247.0,226.0,356.0,105.0
2019-M020,202600,206108,4-6 7-6(8) 6-2,3,Q1,,1.0,5.0,110.0,63.0,36.0,26.0,15.0,9.0,14.0,7.0,1.0,112.0,73.0,45.0,14.0,15.0,7.0,13.0,156.0,371.0,115.0,504.0
