2019-M020,105453,106421,6-4 3-6 6-2,3,F,124.0,3.0,3.0,77.0,44.0,31.0,17.0,13.0,3.0,6.0,8.0,6.0,100.0,54.0,34.0,20.0,14.0,10.0,15.0,9.0,3590.0,16.0,1977.0
2019-M020,201539,202434,6-3 6-0,3,Q1,,5.0,3.0,67.0,45.0,33.0,8.0,8.0,3.0,4.0,0.0,2.0,46.0,30.0,12.0,8.0,7.0,3.0,8.0,151.0,385.0,55.0,985.0
2019-M020,213631,216146,6-3 6-1,3,Q2,64.0,1.0,2.0,45.0,27.0,17.0,9.0,8.0,2.0,5.0,1.0,7.0,59.0,38.0,16.0,6.0,8.0,8.0,15.0,139.0,431.0,119.0,493.0
2019-M020,203530,211684,6-4 6-4,3,Q2,79.0,0.0,4.0,59.0,38.0,24.0,12.0,10.0,3.0,6.0,6.0,2.0,67.0,37.0,22.0,15.0,10.0,3.0,8.0,104.0,586.0,160.0,363.0
2019-M020,211279,203462,2-6 6-1 7-6(7),3,Q2,146.0,1.0,5.0,112.0,62.0,39.0,19.0,14.0,8.0,15.0,2.0,4.0,100.0,67.0,34.0,14.0,13.0,7.0,14.0,149.0,392.0,98.0,625.0
2019-M020,201492,201556,6-1 6-1,3,Q2,42.0,1.0,0.0,33.0,22.0,22.0,6.0,7.0,0.0,0.0,1.0,2.0,40.0,19.0,8.0,7.0,7.0,0.0,5.0,64.0,899.0,605.0,24.0
2019-M020,215713,211941,6-3 4-6 7-5,3,Q2,111.0,9.0,3.0,90.0,51.0,38.0,21.0,15.0,6.0,9.0,4.0,2.0,104.0,55.0,34.0,24.0,16.0,5.0,10.0,93.0,648.0,220.0,267.0
2019-M020,214096,215035,6-2 5-1 RET,3,Q2,57.0,4.0,0.0,32.0,19.0,16.0,12.0,7.0,0.0,0.0,0.0,3.0,46.0,31.0,15.0,6.0,7.0,1.0,5.0,144.0,414.0,58.0,967.0
2019-M020,215018,201605,6-7(4) 6-2 7-6(7),3,Q2,149.0,8.0,5.0,134.0,89.0,63.0,22.0,16.0,11.0,13.0,7.0,4.0,113.0,74.0,52.0,17.0,16.0,4.0,8.0,247.0,226.0,103.0,601.0
2019-M020,201539,202600,6-4 6-3,3,Q2,85.0,2.0,2.0,72.0,50.0,33.0,12.0,9.0,10.0,11.0,2.0,4.0,64.0,44.0,29.0,7.0,10.0,0.0,4.0,151.0,385.0,156.0,371.0
2019-M020,213631,203530,4-6 6-1 6-2,3,Q3,124.0,3.0,4.0,84.0,48.0,31.0,22.0,13.0,5.0,8.0,0.0,9.0,100.0,62.0,29.0,21.0,12.0,11.0,17.0,139.0,431.0,104.0,586.0
2019-M020,211279,201492,7-5 6-2,3,Q3,80.0,4.0,2.0,68.0,45.0,33.0,11.0,10.0,6.0,7.0,0.0,5.0,60.0,42.0,28.0,5.0,10.0,3.0,7.0,149.0,392.0,64.0,899.0
2019-M020,215713,214096,1-6 7-6(5) 6-0,3,Q3,114.0,3.0,9.0,102.0,59.0,33.0,21.0,13.0,6.0,11.0,3.0,2.0,88.0,53.0,32.0,15.0,12.0,5.0,10.0,93.0,648.0,144.0,414.0
2019-M020,215018,201539,7-5 6-1,3,Q3,81.0,7.0,3.0,61.0,36.0,28.0,16.0,10.0,2.0,3.0,2.0,3.0,68.0,46.0,27.0,11.0,9.0,9.0,13.0,247.0,226.0,151.0,385.0
2019-0451,105138,104607,6-4 3-6 6-3,3,F,115.0,5.0,0.0,85.0,60.0,43.0,16.0,14.0,5.0,6.0,3.0,3.0,82.0,51.0,39.0,16.0,14.0,6.0,8.0,24.0,1605.0,71.0,715.0
2019-0451,105138,104925,3-6 7-6(6) 6-4,3,SF,155.0,7.0,0.0,88.0,66.0,52.0,11.0,15.0,2.0,4.0,9.0,3.0,114.0,72.0,48.0,27.0,16.0,6.0,8.0,24.0,1605.0,1.0,9045.0
2019-0451,104607,106065,7-6(6) 6-3,3,SF,89.0,12.0,0.0,64.0,41.0,31.0,18.0,11.0,2.0,3.0,5.0,4.0,82.0,51.0,33.0,17.0,10.0,7.0,9.0,71.0,715.0,20.0,1819.0
2019-0451,104925,105932,4-6 6-3 6-4,3,QF,116.0,7.0,3.0,86.0,57.0,41.0,15.0,15.0,3.0,6.0,4.0,3.0,82.0,54.0,39.0,12.0,14.0,3.0,7.0,1.0,9045.0,21.0,1795.0
2019-0451,105138,104527,6-4 6-4,3,QF,105.0,2.0,1.0,70.0,53.0,39.0,8.0,10.0,3.0,3.0,7.0,0.0,86.0,51.0,32.0,18.0,10.0,12.0,14.0,24.0,1605.0,66.0,785.0
2019-0451,106065,105583,7-6(2) 6-2,3,QF,73.0,4.0,0.0,59.0,47.0,36.0,9.0,10.0,2.0,2.0,6.0,1.0,60.0,46.0,33.0,6.0,10.0,5.0,7.0,20.0,1819.0,48.0,985.0
2019-0451,104607,105732,6-2 6-4,3,QF,71.0,6.0,0.0,48.0,32.0,29.0,8.0,9.0,2.0,2.0,5.0,2.0,66.0,44.0,27.0,11.0,9.0,3.0,6.0,71.0,715.0,55.0,903.0
2019-0451,104925,105916,4-6 6-4 6-1,3,R16,120.0,5.0,1.0,75.0,53.0,39.0,13.0,14.0,2.0,4.0,6.0,3.0,85.0,53.0,33.0,16.0,13.0,2.0,6.0,1.0,9045.0,36.0,1122.0
2019-0451,105932,126094,6-3 6-4,3,R16,61.0,8.0,8.0,60.0,36.0,31.0,8.0,10.0,2.0,4.0,6.0,4.0,51.0,28.0,19.0,8.0,9.0,0.0,4.0,21.0,1795.0,68.0,760.0
2019-0451,104527,111797,6-4 7-6(3),3,R16,88.0,5.0,1.0,61.0,30.0,28.0,20.0,11.0,0.0,0.0,9.0,3.0,70.0,47.0,38.0,11.0,11.0,5.0,6.0,66.0,785.0,43.0,1022.0
2019-0451,105138,104198,6-1 6-4,3,R16,70.0,2.0,0.0,49.0,33.0,25.0,11.0,9.0,3.0,4.0,2.0,4.0,49.0,32.0,20.0,3.0,8.0,3.0,7.0,24.0,1605.0,105.0,543.0
2019-0451,105583,105575,7-6(4) 0-6 7-5,3,R16,131.0,8.0,2.0,100.0,73.0,48.0,12.0,15.0,7.0,12.0,4.0,2.0,98.0,61.0,45.0,16.0,15.0,4.0,7.0,48.0,985.0,116.0,507.0
2019-0451,106065,105550,W/O,3,R16,,,,,,,,,,,,,,,,,,,,20.0,1819.0,58.0,860.0
2019-0451,104607,104269,4-6 6-3 7-5,3,R16,133.0,3.0,2.0,89.0,59.0,44.0,15.0,16.0,2.0,5.0,9.0,3.0,113.0,75.0,50.0,16.0,15.0,10.0,14.0,71.0,715.0,28.0,1410.0
2019-0451,105732,109739,6-3 6-7(6) 7-6(6),3,R16,149.0,9.0,2.0,110.0,73.0,57.0,25.0,17.0,2.0,2.0,14.0,3.0,108.0,73.0,56.0,22.0,16.0,5.0,6.0,55.0,903.0,74.0,706.0
2019-0451,104925,106000,6-1 6-2,3,R32,55.0,3.0,2.0,42.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0,2.0,48.0,26.0,17.0,5.0,7.0,4.0,8.0,1.0,9045.0,47.0,985.0
2019-0451,105916,105657,6-3 6-2,3,R32,72.0,1.0,2.0,54.0,32.0,24.0,15.0,8.0,8.0,8.0,0.0,3.0,53.0,34.0,20.0,8.0,9.0,6.0,10.0,36.0,1122.0,60.0,823.0
2019-0451,126094,104312,7-5 6-1,3,R32,75.0,10.0,3.0,59.0,30.0,22.0,18.0,10.0,3.0,5.0,5.0,2.0,61.0,35.0,22.0,8.0,9.0,7.0,12.0,68.0,760.0,37.0,1106.0
2019-0451,105932,105077,6-1 1-6 6-1,3,R32,98.0,9.0,3.0,66.0,33.0,27.0,16.0,11.0,2.0,4.0,5.0,2.0,77.0,47.0,26.0,14.0,10.0,8.0,12.0,21.0,1795.0,65.0,790.0
2019-0451,104527,111575,7-6(7) 6-4,3,R32,102.0,7.0,1.0,86.0,49.0,36.0,22.0,11.0,4.0,4.0,6.0,0.0,67.0,46.0,36.0,13.0,11.0,2.0,3.0,66.0,785.0,11.0,2835.0
2019-0451,111797,104898,6-7(7) 6-4 7-6(4),3,R32,158.0,12.0,1.0,124.0,87.0,59.0,24.0,17.0,7.0,9.0,12.0,5.0,107.0,74.0,54.0,19.0,17.0,4.0,7.0,43.0,1022.0,50.0,965.0
2019-0451,104198,122570,6-1 6-3,3,R32,61.0,1.0,0.0,40.0,27.0,22.0,12.0,8.0,3.0,3.0,6.0,2.0,57.0,30.0,17.0,11.0,8.0,6.0,10.0,105.0,543.0,,
2019-0451,105138,126610,6-1 6-4,3,R32,69.0,3.0,2.0,51.0,34.0,27.0,12.0,9.0,2.0,2.0,4.0,1.0,45.0,28.0,17.0,7.0,8.0,0.0,3.0,24.0,1605.0,54.0,932.0
2019-0451,105575,105676,3-6 6-4 7-6(4),3,R32,138.0,6.0,3.0,104.0,66.0,44.0,21.0,15.0,3.0,5.0,11.0,2.0,109.0,70.0,47.0,21.0,16.0,5.0,7.0,116.0,507.0,22.0,1785.0
2019-0451,105583,105173,6-3 7-6(5),3,R32,95.0,3.0,1.0,77.0,58.0,40.0,9.0,11.0,6.0,8.0,3.0,2.0,61.0,38.0,26.0,11.0,10.0,2.0,5.0,48.0,985.0,42.0,1045.0
2019-0451,105550,117356,7-6(1) 6-3,3,R32,107.0,5.0,1.0,66.0,48.0,36.0,11.0,11.0,0.0,2.0,3.0,1.0,82.0,53.0,32.0,12.0,10.0,6.0,9.0,58.0,860.0,249.0,183.0
2019-0451,106065,104660,6-4 6-2,3,R32,82.0,5.0,3.0,56.0,42.0,35.0,6.0,9.0,1.0,1.0,6.0,3.0,79.0,58.0,34.0,9.0,9.0,8.0,11.0,20.0,1819.0,134.0,424.0
2019-0451,104269,103893,6-3 6-4,3,R32,89.0,9.0,0.0,54.0,36.0,30.0,6.0,10.0,0.0,2.0,2.0,1.0,69.0,40.0,21.0,14.0,9.0,7.0,11.0,28.0,1410.0,109.0,525.0
2019-0451,104607,104259,6-4 7-6(5),3,R32,102.0,6.0,1.0,73.0,43.0,33.0,17.0,11.0,1.0,2.0,3.0,4.0,73.0,42.0,33.0,14.0,11.0,2.0,4.0,71.0,715.0,34.0,1125.0
2019-0451,109739,105376,6-1 6-4,3,R32,55.0,8.0,0.0,48.0,34.0,30.0,8.0,9.0,2.0,2.0,6.0,4.0,50.0,27.0,19.0,10.0,8.0,4.0,7.0,74.0,706.0,59.0,855.0
2019-0451,105732,106233,6-3 7-5,3,R32,86.0,6.0,0.0,63.0,41.0,33.0,13.0,11.0,1.0,1.0,4.0,2.0,57.0,34.0,23.0,13.0,10.0,1.0,3.0,55.0,903.0,8.0,4095.0
2019-0451,105575,110602,6-4 6-3,3,Q1,92.0,3.0,1.0,58.0,34.0,19.0,18.0,9.0,3.0,5.0,2.0,5.0,88.0,53.0,29.0,15.0,10.0,5.0,10.0,116.0,507.0,140.0,387.0
2019-0451,103893,106325,6-1 6-0,3,Q1,60.0,6.0,3.0,41.0,18.0,15.0,14.0,7.0,0.0,0.0,1.0,5.0,52.0,35.0,16.0,6.0,6.0,5.0,10.0,109.0,525.0,,
2019-0451,104571,104586,6-0 7-6(3),3,Q1,86.0,9.0,3.0,69.0,34.0,29.0,19.0,9.0,3.0,3.0,3.0,3.0,63.0,39.0,25.0,12.0,9.0,3.0,6.0,124.0,460.0,142.0,383.0
2019-0451,104198,104868,7-6(6) 6-2,3,Q1,111.0,5.0,3.0,64.0,36.0,30.0,13.0,10.0,3.0,4.0,3.0,1.0,85.0,49.0,34.0,15.0,10.0,8.0,11.0,105.0,543.0,186.0,273.0
2019-0451,104660,126237,7-6(5) 7-5,3,Q1,95.0,3.0,2.0,80.0,55.0,43.0,12.0,12.0,2.0,3.0,2.0,5.0,71.0,41.0,32.0,17.0,12.0,4.0,6.0,134.0,424.0,226.0,222.0
2019-0451,105806,104897,6-3 6-3,3,Q1,68.0,1.0,1.0,51.0,29.0,21.0,14.0,9.0,0.0,1.0,5.0,3.0,64.0,37.0,22.0,12.0,9.0,8.0,12.0,87.0,636.0,130.0,440.0
2019-0451,105477,110476,6-0 6-1,3,Q1,41.0,3.0,1.0,38.0,30.0,23.0,6.0,7.0,0.0,0.0,0.0,2.0,35.0,26.0,9.0,2.0,6.0,2.0,7.0,123.0,463.0,,
2019-0451,109739,105063,3-6 6-2 6-3,3,Q1,99.0,12.0,0.0,67.0,49.0,39.0,11.0,13.0,1.0,3.0,1.0,2.0,86.0,46.0,29.0,22.0,13.0,6.0,10.0,74.0,706.0,176.0,297.0
2019-0451,105575,103893,6-4 7-6(4),3,Q2,114.0,5.0,1.0,79.0,47.0,36.0,19.0,11.0,4.0,5.0,2.0,0.0,84.0,59.0,42.0,8.0,11.0,5.0,7.0,116.0,507.0,109.0,525.0
2019-0451,104198,104571,4-6 6-2 6-4,3,Q2,129.0,2.0,0.0,92.0,54.0,36.0,24.0,14.0,3.0,5.0,5.0,3.0,80.0,50.0,36.0,14.0,14.0,5.0,9.0,105.0,543.0,124.0,460.0
2019-0451,104660,105806,3-6 6-2 6-3,3,Q2,93.0,8.0,5.0,72.0,45.0,40.0,11.0,13.0,1.0,2.0,7.0,3.0,79.0,51.0,35.0,16.0,13.0,4.0,7.0,134.0,424.0,87.0,636.0
2019-0451,109739,105477,4-6 6-4 7-5,3,Q2,132.0,5.0,3.0,103.0,75.0,57.0,15.0,16.0,7.0,8.0,8.0,3.0,102.0,56.0,38.0,27.0,16.0,0.0,2.0,74.0,706.0,123.0,463.0
2019-0891,104731,103333,7-6(4) 6-7(2) 7-6(5),3,F,164.0,21.0,6.0,104.0,65.0,57.0,26.0,18.0,0.0,0.0,36.0,4.0,118.0,83.0,74.0,16.0,18.0,8.0,8.0,6.0,4710.0,100.0,589.0
2019-0891,104731,104468,6-3 7-6(3),3,SF,108.0,21.0,2.0,86.0,54.0,43.0,14.0,11.0,9.0,10.0,1.0,0.0,56.0,34.0,26.0,10.0,10.0,0.0,2.0,6.0,4710.0,30.0,1370.0
2019-0891,103333,104327,7-6(3) 4-6 6-3,3,SF,115.0,33.0,4.0,89.0,58.0,52.0,17.0,16.0,1.0,2.0,3.0,2.0,95.0,80.0,57.0,8.0,15.0,5.0,6.0,100.0,589.0,,
2019-0891,104731,144719,6-3 6-3,3,QF,68.0,14.0,1.0,51.0,33.0,27.0,9.0,9.0,1.0,2.0,3.0,1.0,43.0,26.0,16.0,7.0,9.0,0.0,4.0,6.0,4710.0,81.0,663.0
2019-0891,104468,105332,3-6 7-6(4) 6-4,3,QF,139.0,4.0,4.0,104.0,74.0,54.0,13.0,15.0,8.0,11.0,11.0,12.0,119.0,64.0,48.0,23.0,16.0,9.0,12.0,30.0,1370.0,52.0,935.0
2019-0891,104327,104291,7-5 6-2,3,QF,93.0,1.0,0.0,65.0,42.0,27.0,16.0,10.0,3.0,4.0,6.0,0.0,56.0,22.0,17.0,14.0,10.0,1.0,5.0,,,45.0,1014.0
2019-0891,103333,105208,7-6(5) 7-6(5),3,QF,105.0,25.0,4.0,83.0,60.0,51.0,12.0,12.0,3.0,3.0,10.0,3.0,78.0,45.0,40.0,18.0,12.0,0.0,0.0,100.0,589.0,95.0,612.0
2019-0891,104731,111513,7-6(3) 7-6(6),3,R16,128.0,20.0,2.0,81.0,54.0,44.0,16.0,12.0,1.0,2.0,6.0,4.0,99.0,63.0,47.0,16.0,12.0,6.0,7.0,6.0,4710.0,93.0,621.0
2019-0891,144719,104620,7-5 6-0,3,R16,76.0,4.0,1.0,47.0,36.0,29.0,5.0,9.0,0.0,1.0,1.0,1.0,63.0,42.0,20.0,8.0,9.0,3.0,8.0,81.0,663.0,141.0,384.0
2019-0891,104468,125802,6-7(3) 6-2 6-1,3,R16,151.0,9.0,2.0,107.0,62.0,42.0,29.0,13.0,6.0,6.0,4.0,5.0,104.0,66.0,40.0,19.0,14.0,7.0,12.0,30.0,1370.0,91.0,622.0
2019-0891,105332,106210,6-4 6-2,3,R16,71.0,11.0,6.0,53.0,22.0,20.0,17.0,9.0,3.0,4.0,2.0,3.0,65.0,39.0,22.0,12.0,9.0,9.0,13.0,52.0,935.0,89.0,629.0
2019-0891,104327,111581,4-6 7-6(4) 6-2,3,R16,189.0,5.0,5.0,131.0,81.0,51.0,29.0,15.0,16.0,18.0,2.0,1.0,108.0,71.0,46.0,21.0,15.0,11.0,14.0,,,103.0,563.0
2019-0891,104291,106368,6-7(6) 7-6(5) 6-3,3,R16,166.0,6.0,6.0,143.0,78.0,59.0,29.0,16.0,8.0,10.0,20.0,8.0,112.0,77.0,56.0,15.0,17.0,5.0,9.0,45.0,1014.0,132.0,433.0
2019-0891,103333,105539,6-4 7-5,3,R16,72.0,17.0,2.0,51.0,36.0,31.0,13.0,11.0,0.0,0.0,8.0,3.0,68.0,35.0,28.0,16.0,11.0,2.0,4.0,100.0,589.0,97.0,594.0
2019-0891,105208,111202,7-6(2) 6-2,3,R16,98.0,8.0,1.0,63.0,32.0,23.0,16.0,10.0,1.0,4.0,0.0,3.0,62.0,35.0,16.0,15.0,10.0,3.0,8.0,95.0,612.0,25.0,1585.0
2019-0891,111513,111459,7-5 7-6(6),3,R32,103.0,8.0,2.0,70.0,43.0,37.0,16.0,12.0,2.0,3.0,6.0,1.0,93.0,61.0,40.0,18.0,12.0,7.0,9.0,93.0,621.0,392.0,37.0
2019-0891,104620,104797,6-4 6-4,3,R32,82.0,3.0,1.0,61.0,43.0,31.0,11.0,10.0,3.0,4.0,7.0,2.0,54.0,35.0,23.0,12.0,10.0,0.0,3.0,141.0,384.0,92.0,622.0
2019-0891,144719,105430,6-2 7-6(4),3,R32,103.0,4.0,1.0,78.0,58.0,39.0,10.0,10.0,9.0,10.0,1.0,4.0,68.0,42.0,26.0,13.0,10.0,5.0,8.0,81.0,663.0,98.0,592.0
2019-0891,125802,128034,6-7(9) 6-2 6-3,3,R32,138.0,2.0,7.0,110.0,64.0,48.0,31.0,15.0,6.0,6.0,9.0,3.0,99.0,67.0,49.0,14.0,14.0,3.0,6.0,91.0,622.0,86.0,636.0
2019-0891,106210,126156,4-6 6-4 6-4,3,R32,137.0,10.0,1.0,81.0,47.0,37.0,20.0,15.0,3.0,5.0,6.0,3.0,106.0,78.0,50.0,17.0,15.0,5.0,8.0,89.0,629.0,149.0,359.0
2019-0891,105332,106329,7-6(5) 6-3,3,R32,87.0,18.0,3.0,79.0,44.0,37.0,18.0,10.0,7.0,7.0,5.0,1.0,70.0,50.0,38.0,9.0,11.0,2.0,4.0,52.0,935.0,120.0,475.0
2019-0891,104327,106148,6-3 6-4,3,R32,93.0,6.0,2.0,66.0,39.0,25.0,16.0,10.0,5.0,7.0,3.0,6.0,56.0,32.0,22.0,8.0,9.0,1.0,5.0,,,73.0,714.0
2019-0891,111581,105432,7-5 6-3,3,R32,74.0,5.0,0.0,48.0,39.0,34.0,5.0,10.0,1.0,2.0,2.0,2.0,63.0,32.0,23.0,12.0,11.0,1.0,5.0,103.0,563.0,110.0,521.0
2019-0891,106368,104719,4-6 6-4 6-3,3,R32,117.0,9.0,6.0,90.0,64.0,49.0,13.0,15.0,1.0,3.0,3.0,2.0,81.0,61.0,41.0,11.0,14.0,1.0,4.0,132.0,433.0,96.0,598.0
2019-0891,105539,104665,6-3 5-7 7-6(6),3,R32,150.0,7.0,0.0,109.0,69.0,49.0,19.0,16.0,5.0,8.0,1.0,8.0,106.0,51.0,38.0,27.0,17.0,2.0,6.0,97.0,594.0,82.0,658.0
2019-0891,103333,200000,6-4 7-5,3,R32,74.0,13.0,1.0,55.0,34.0,29.0,15.0,11.0,0.0,0.0,7.0,3.0,56.0,39.0,30.0,9.0,11.0,0.0,2.0,100.0,589.0,108.0,527.0
2019-0891,105208,105155,6-4 4-6 6-4,3,R32,134.0,14.0,6.0,102.0,61.0,45.0,23.0,15.0,7.0,9.0,1.0,2.0,96.0,61.0,41.0,18.0,15.0,7.0,10.0,95.0,612.0,104.0,550.0
